motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	49	WBGene00032630	2465	5.62471	fp
motifs.meme	49	WBGene00032231	3487	5.62318	fp
motifs.meme	49	WBGene00032985	1327	5.58754	fp
motifs.meme	49	WBGene00028346	1320	5.58705	fp
motifs.meme	49	WBGene00039623	2889	5.5822	fp
motifs.meme	49	WBGene00034773	4274	5.53684	fp
motifs.meme	49	WBGene00034842	1754	5.53619	fp
motifs.meme	49	WBGene00035559	399	5.53209	fp
motifs.meme	49	WBGene00035724	4664	5.53113	fp
motifs.meme	49	WBGene00026491	3895	5.53014	fp
motifs.meme	49	WBGene00035704	131	5.53006	tp
motifs.meme	49	WBGene00036402	4388	5.5292	fp
motifs.meme	49	WBGene00032513	1333	5.52916	fp
motifs.meme	49	WBGene00025987	1896	5.52906	fp
motifs.meme	49	WBGene00033580	1598	5.52902	fp
motifs.meme	49	WBGene00025835	917	5.52891	fp
motifs.meme	49	WBGene00035590	2954	5.52863	fp
motifs.meme	49	WBGene00032842	1570	5.52761	fp
motifs.meme	49	WBGene00027260	267	5.5274	fp
motifs.meme	49	WBGene00034812	2026	5.52732	fp
motifs.meme	49	WBGene00041865	2976	5.52728	fp
motifs.meme	49	WBGene00031385	4316	5.52727	fp
motifs.meme	49	WBGene00028474	2326	5.52709	fp
motifs.meme	49	WBGene00027235	3052	5.52704	fp
motifs.meme	49	WBGene00030102	1942	5.527	fp
motifs.meme	49	WBGene00031428	711	5.52677	fp
motifs.meme	49	WBGene00037632	2916	5.52609	fp
motifs.meme	49	WBGene00025877	573	5.52568	fp
motifs.meme	49	WBGene00038392	139	5.52532	tp
motifs.meme	49	WBGene00039597	4017	5.52501	fp
motifs.meme	49	WBGene00026756	595	5.52447	fp
motifs.meme	49	WBGene00040996	4748	5.52433	fp
motifs.meme	49	WBGene00038551	3559	5.5242	fp
motifs.meme	49	WBGene00025066	865	5.52417	fp
motifs.meme	49	WBGene00028847	2328	5.52414	fp
motifs.meme	49	WBGene00028934	276	5.52414	fp
motifs.meme	49	WBGene00042813	3571	5.52408	fp
motifs.meme	49	WBGene00029506	316	5.52408	fp
motifs.meme	49	WBGene00029182	361	5.52406	fp
motifs.meme	49	WBGene00027973	2358	5.52369	fp
motifs.meme	49	WBGene00038867	3261	5.52348	fp
motifs.meme	49	WBGene00024312	12	5.5233	tp
motifs.meme	49	WBGene00037487	189	5.52262	tp
motifs.meme	49	WBGene00031610	968	5.52252	fp
motifs.meme	49	WBGene00041589	3349	5.52246	fp
motifs.meme	49	WBGene00023823	1621	5.52241	fp
motifs.meme	49	WBGene00219320	3575	5.52219	fp
motifs.meme	49	WBGene00038527	3374	3.62408	fp
motifs.meme	49	WBGene00034343	2531	3.60265	fp
motifs.meme	49	WBGene00027394	41	3.50541	tp
motifs.meme	49	WBGene00034816	2081	3.4311	fp
motifs.meme	49	WBGene00025727	1911	3.40142	fp
motifs.meme	49	WBGene00034252	3082	3.33925	fp
motifs.meme	49	WBGene00025610	1614	3.33735	fp
motifs.meme	49	WBGene00035697	101	3.33312	tp
motifs.meme	49	WBGene00026838	2281	3.3322	fp
motifs.meme	49	WBGene00027474	4218	3.33211	fp
motifs.meme	49	WBGene00037853	186	3.33112	tp
motifs.meme	49	WBGene00026108	229	3.32907	fp
motifs.meme	49	WBGene00041822	149	3.29906	tp
motifs.meme	49	WBGene00023920	4132	3.29612	fp
motifs.meme	49	WBGene00026310	3302	3.29133	fp
motifs.meme	49	WBGene00024169	19	3.28895	tp
motifs.meme	49	WBGene00088419	181	3.2469	tp
motifs.meme	49	WBGene00040710	3357	3.24263	fp
motifs.meme	49	WBGene00025103	1871	3.24173	fp
motifs.meme	49	WBGene00033233	326	3.24026	fp
motifs.meme	49	WBGene00031232	3030	3.23996	fp
motifs.meme	49	WBGene00026782	3295	3.23858	fp
motifs.meme	49	WBGene00041757	135	3.23849	tp
motifs.meme	49	WBGene00032249	1703	3.23835	fp
motifs.meme	49	WBGene00037765	4027	3.23794	fp
motifs.meme	49	WBGene00027636	4196	3.23772	fp
motifs.meme	49	WBGene00041722	2108	3.23754	fp
motifs.meme	49	WBGene00027372	272	3.23719	fp
motifs.meme	49	WBGene00025704	4511	3.23702	fp
motifs.meme	49	WBGene00034742	2856	3.23694	fp
motifs.meme	49	WBGene00035227	4695	3.23682	fp
motifs.meme	49	WBGene00024913	3598	3.23658	fp
motifs.meme	49	WBGene00041527	806	3.23644	fp
motifs.meme	49	WBGene00077760	180	3.23607	tp
motifs.meme	49	WBGene00042003	1117	3.23563	fp
motifs.meme	49	WBGene00039121	383	3.2353	fp
motifs.meme	49	WBGene00041705	2146	3.23522	fp
motifs.meme	49	WBGene00035763	3335	3.23492	fp
motifs.meme	49	WBGene00036228	3112	3.23478	fp
motifs.meme	49	WBGene00027736	2309	3.23472	fp
motifs.meme	49	WBGene00035333	1341	3.23468	fp
motifs.meme	49	WBGene00036367	2426	3.23464	fp
motifs.meme	49	WBGene00039667	4052	3.23455	fp
motifs.meme	49	WBGene00033835	2060	3.23455	fp
motifs.meme	49	WBGene00040421	490	3.23452	fp
motifs.meme	49	WBGene00023801	3	3.23448	tp
motifs.meme	49	WBGene00037665	3499	3.23448	fp
motifs.meme	49	WBGene00025798	3607	3.23428	fp
motifs.meme	49	WBGene00036258	2554	3.23421	fp
motifs.meme	49	WBGene00040636	2143	3.23418	fp
motifs.meme	49	WBGene00087295	4421	3.23384	fp
motifs.meme	49	WBGene00026721	243	3.23372	fp
motifs.meme	49	WBGene00030981	4587	3.23353	fp
motifs.meme	49	WBGene00035271	2944	3.23348	fp
motifs.meme	49	WBGene00024315	1581	3.23337	fp
motifs.meme	49	WBGene00035640	1819	3.23333	fp
motifs.meme	49	WBGene00040910	4708	3.23312	fp
motifs.meme	49	WBGene00032164	3339	3.23312	fp
motifs.meme	49	WBGene00036133	123	3.2331	tp
motifs.meme	49	WBGene00032105	81	3.23306	tp
#
motifs.meme	83	WBGene00041059	166	525.449	tp
motifs.meme	83	WBGene00026856	2718	307.484	fp
motifs.meme	83	WBGene00032104	114	307.314	tp
motifs.meme	83	WBGene00037850	183	18.9974	tp
