motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	16	WBGene00012476	1696	4.4078	fp
motifs.meme	16	WBGene00018899	2574	4.3915	fp
motifs.meme	16	WBGene00010948	2999	4.39101	fp
motifs.meme	16	WBGene00009720	765	4.38822	fp
motifs.meme	16	WBGene00006461	1258	4.38818	fp
motifs.meme	16	WBGene00019184	2577	4.38792	fp
motifs.meme	16	WBGene00007652	1324	4.38723	fp
motifs.meme	16	WBGene00011436	2497	4.3864	fp
motifs.meme	16	WBGene00012442	4567	4.35544	fp
motifs.meme	16	WBGene00010810	1413	4.35218	fp
motifs.meme	16	WBGene00011738	228	4.32994	tp
motifs.meme	16	WBGene00001335	1242	4.32985	fp
motifs.meme	16	WBGene00020999	1813	4.32421	fp
motifs.meme	16	WBGene00016107	3199	4.32215	fp
motifs.meme	16	WBGene00007774	1341	4.29498	fp
motifs.meme	16	WBGene00009120	1405	4.29468	fp
motifs.meme	16	WBGene00008882	200	4.2933	tp
motifs.meme	16	WBGene00015427	4663	4.28894	fp
motifs.meme	16	WBGene00007957	741	4.28828	fp
motifs.meme	16	WBGene00020205	2281	4.28714	fp
motifs.meme	16	WBGene00021563	2041	4.26322	fp
motifs.meme	16	WBGene00010867	3434	4.26191	fp
motifs.meme	16	WBGene00016501	1867	4.25349	fp
motifs.meme	16	WBGene00018926	4621	4.25194	fp
motifs.meme	16	WBGene00015283	1714	4.25031	fp
motifs.meme	16	WBGene00016273	2606	4.22923	fp
motifs.meme	16	WBGene00013021	1719	4.22523	fp
motifs.meme	16	WBGene00013030	2279	4.22403	fp
motifs.meme	16	WBGene00017159	1887	4.22157	fp
motifs.meme	16	WBGene00016559	990	4.22149	fp
motifs.meme	16	WBGene00017433	927	4.22107	fp
motifs.meme	16	WBGene00019597	3958	4.22053	fp
motifs.meme	16	WBGene00018948	2139	4.21884	fp
motifs.meme	16	WBGene00021933	1911	4.2188	fp
motifs.meme	16	WBGene00016436	4625	4.21824	fp
motifs.meme	16	WBGene00013654	4179	4.21712	fp
motifs.meme	16	WBGene00015163	3536	2.75503	fp
motifs.meme	16	WBGene00006408	2321	2.62026	fp
motifs.meme	16	WBGene00008412	77	2.58953	tp
motifs.meme	16	WBGene00022386	994	2.52804	fp
motifs.meme	16	WBGene00022021	2215	2.51679	fp
motifs.meme	16	WBGene00021112	1908	2.51356	fp
motifs.meme	16	WBGene00020824	2113	2.48886	fp
motifs.meme	16	WBGene00020231	3289	2.45512	fp
motifs.meme	16	WBGene00021057	2059	2.45501	fp
motifs.meme	16	WBGene00021294	600	2.45363	tp
motifs.meme	16	WBGene00010579	197	2.45361	tp
motifs.meme	16	WBGene00021295	2035	2.45187	fp
motifs.meme	16	WBGene00008742	3379	2.45082	fp
motifs.meme	16	WBGene00017328	489	2.44573	tp
motifs.meme	16	WBGene00020581	2770	2.38236	fp
motifs.meme	16	WBGene00022489	2257	2.38215	fp
motifs.meme	16	WBGene00012283	4560	2.37958	fp
motifs.meme	16	WBGene00019002	2061	2.37853	fp
motifs.meme	16	WBGene00008174	1303	2.3781	fp
motifs.meme	16	WBGene00017534	461	2.37706	tp
motifs.meme	16	WBGene00010830	2530	2.35846	fp
motifs.meme	16	WBGene00009274	1513	2.34938	fp
motifs.meme	16	WBGene00020844	1209	2.32573	fp
motifs.meme	16	WBGene00021319	2056	2.32319	fp
motifs.meme	16	WBGene00007935	2365	2.32062	fp
motifs.meme	16	WBGene00016449	465	2.31819	tp
motifs.meme	16	WBGene00020684	532	2.31717	tp
motifs.meme	16	WBGene00009095	1061	2.31554	fp
motifs.meme	16	WBGene00017727	3083	2.31407	fp
motifs.meme	16	WBGene00007891	731	2.31352	fp
motifs.meme	16	WBGene00017243	2681	2.31349	fp
motifs.meme	16	WBGene00017373	2266	2.31347	fp
motifs.meme	16	WBGene00007912	1329	2.31288	fp
motifs.meme	16	WBGene00020526	4755	2.31201	fp
motifs.meme	16	WBGene00022310	565	2.31122	tp
motifs.meme	16	WBGene00015051	4045	2.31072	fp
motifs.meme	16	WBGene00007553	729	2.29595	fp
motifs.meme	16	WBGene00012206	1576	2.28432	fp
motifs.meme	16	WBGene00008926	2408	2.28416	fp
motifs.meme	16	WBGene00006430	1245	2.28406	fp
motifs.meme	16	WBGene00019756	3309	2.28393	fp
motifs.meme	16	WBGene00021366	2207	2.28342	fp
motifs.meme	16	WBGene00011990	2469	2.28311	fp
motifs.meme	16	WBGene00008259	4502	2.28291	fp
motifs.meme	16	WBGene00008621	794	2.28269	fp
motifs.meme	16	WBGene00022667	1774	2.28255	fp
motifs.meme	16	WBGene00007088	1251	2.28194	fp
motifs.meme	16	WBGene00007934	66	2.28185	tp
motifs.meme	16	WBGene00019394	3646	2.28095	fp
motifs.meme	16	WBGene00021155	602	2.28021	tp
motifs.meme	16	WBGene00044732	3250	2.27997	fp
motifs.meme	16	WBGene00022101	2048	2.27975	fp
motifs.meme	16	WBGene00019157	553	2.27963	tp
motifs.meme	16	WBGene00022767	3300	2.27926	fp
motifs.meme	16	WBGene00009881	194	2.27921	tp
motifs.meme	16	WBGene00008645	86	2.2791	tp
motifs.meme	16	WBGene00011344	141	2.27863	tp
motifs.meme	16	WBGene00020378	3586	2.2786	fp
motifs.meme	16	WBGene00012085	1531	2.27794	fp
motifs.meme	16	WBGene00044144	2862	2.26659	fp
motifs.meme	16	WBGene00013131	1523	2.2562	fp
motifs.meme	16	WBGene00006472	18	2.25449	tp
motifs.meme	16	WBGene00008603	2397	2.25443	fp
motifs.meme	16	WBGene00015293	3227	2.25409	fp
motifs.meme	16	WBGene00012345	4208	2.25346	fp
motifs.meme	16	WBGene00022376	603	2.25179	tp
motifs.meme	16	WBGene00219275	706	2.24895	tp
motifs.meme	16	WBGene00007180	2323	2.24885	fp
motifs.meme	16	WBGene00206474	4424	2.24842	fp
motifs.meme	16	WBGene00017916	449	2.24776	tp
motifs.meme	16	WBGene00008266	1369	2.24726	fp
motifs.meme	16	WBGene00021943	4356	2.24617	fp
motifs.meme	16	WBGene00015639	4658	2.24567	fp
motifs.meme	16	WBGene00010863	3766	2.24565	fp
motifs.meme	16	WBGene00021421	2093	2.24512	fp
motifs.meme	16	WBGene00009849	2420	2.24286	fp
motifs.meme	16	WBGene00018602	3655	2.22879	fp
motifs.meme	16	WBGene00016805	3177	2.22443	fp
motifs.meme	16	WBGene00011198	140	2.22123	tp
motifs.meme	16	WBGene00008555	82	2.21947	tp
motifs.meme	16	WBGene00013518	2668	2.21929	fp
motifs.meme	16	WBGene00194747	1028	2.21924	fp
motifs.meme	16	WBGene00007192	37	2.21847	tp
motifs.meme	16	WBGene00009811	3447	2.21795	fp
motifs.meme	16	WBGene00021959	541	2.2176	tp
motifs.meme	16	WBGene00019492	2116	2.21757	fp
motifs.meme	16	WBGene00012540	2540	2.21752	fp
motifs.meme	16	WBGene00044350	1018	2.2171	fp
motifs.meme	16	WBGene00019781	3658	2.21701	fp
motifs.meme	16	WBGene00018431	273	2.21384	tp
motifs.meme	16	WBGene00009978	1491	2.2138	fp
motifs.meme	16	WBGene00007991	4132	2.21377	fp
motifs.meme	16	WBGene00009925	1429	2.21367	fp
motifs.meme	16	WBGene00016496	412	2.21318	tp
motifs.meme	16	WBGene00015298	3523	2.21311	fp
motifs.meme	16	WBGene00012978	326	2.21209	tp
motifs.meme	16	WBGene00043666	3954	2.21204	fp
motifs.meme	16	WBGene00022836	664	2.21201	tp
motifs.meme	16	WBGene00017831	419	2.21097	tp
motifs.meme	16	WBGene00016244	499	2.21058	tp
motifs.meme	16	WBGene00015454	1561	2.21045	fp
motifs.meme	16	WBGene00017826	406	2.19323	tp
motifs.meme	16	WBGene00011254	3788	2.19104	fp
motifs.meme	16	WBGene00020235	1946	2.18833	fp
motifs.meme	16	WBGene00016972	949	2.18755	fp
motifs.meme	16	WBGene00020962	4296	2.1866	fp
motifs.meme	16	WBGene00013379	410	2.18643	tp
motifs.meme	16	WBGene00022153	599	2.18639	tp
motifs.meme	16	WBGene00016790	435	2.18598	tp
motifs.meme	16	WBGene00021751	2021	2.18541	fp
motifs.meme	16	WBGene00016235	495	2.18432	tp
#
motifs.meme	17	WBGene00020286	671	3916.16	tp
motifs.meme	17	WBGene00044481	4385	3914.13	fp
motifs.meme	17	WBGene00018341	446	3913.97	tp
motifs.meme	17	WBGene00013734	260	262.138	tp
motifs.meme	17	WBGene00021248	702	256.087	tp
motifs.meme	17	WBGene00016129	2069	194.644	fp
motifs.meme	17	WBGene00018580	4085	191.621	fp
motifs.meme	17	WBGene00022146	661	137.472	tp
motifs.meme	17	WBGene00020298	2106	136.643	fp
motifs.meme	17	WBGene00012717	1594	136.576	fp
motifs.meme	17	WBGene00013865	3114	136.474	fp
motifs.meme	17	WBGene00013461	1751	136.149	fp
motifs.meme	17	WBGene00021931	962	135.273	fp
motifs.meme	17	WBGene00014965	1631	135.227	fp
motifs.meme	17	WBGene00016938	1137	132.357	fp
motifs.meme	17	WBGene00009159	170	132.231	tp
motifs.meme	17	WBGene00008384	2299	132.093	fp
motifs.meme	17	WBGene00019550	3338	132.057	fp
motifs.meme	17	WBGene00022368	555	130.953	tp
motifs.meme	17	WBGene00021359	628	130.287	tp
motifs.meme	17	WBGene00018426	516	130.206	tp
motifs.meme	17	WBGene00012927	1661	128.148	fp
motifs.meme	17	WBGene00018975	2242	128.105	fp
motifs.meme	17	WBGene00009878	232	128.096	tp
motifs.meme	17	WBGene00008604	4166	128.085	fp
motifs.meme	17	WBGene00013553	2309	128.082	fp
motifs.meme	17	WBGene00018161	408	128.043	tp
motifs.meme	17	WBGene00007929	2948	128.012	fp
motifs.meme	17	WBGene00020933	587	127.98	tp
motifs.meme	17	WBGene00021443	2087	127.949	fp
motifs.meme	17	WBGene00018640	2678	126.067	fp
motifs.meme	17	WBGene00008376	2360	84.8218	fp
motifs.meme	17	WBGene00021960	667	66.7799	tp
motifs.meme	17	WBGene00016115	475	66.73	tp
motifs.meme	17	WBGene00020824	2113	66.5984	fp
motifs.meme	17	WBGene00021855	1996	65.5933	fp
motifs.meme	17	WBGene00013849	2539	64.7469	fp
motifs.meme	17	WBGene00012343	371	64.5957	tp
motifs.meme	17	WBGene00009849	2420	64.546	fp
motifs.meme	17	WBGene00021681	583	63.7243	tp
motifs.meme	17	WBGene00019492	2116	63.6523	fp
motifs.meme	17	WBGene00020999	1813	63.6345	fp
motifs.meme	17	WBGene00007774	1341	63.6243	fp
motifs.meme	17	WBGene00012085	1531	63.6212	fp
motifs.meme	17	WBGene00009588	181	63.5929	tp
motifs.meme	17	WBGene00019184	2577	63.5565	fp
motifs.meme	17	WBGene00011739	1565	63.5502	fp
motifs.meme	17	WBGene00010006	124	63.5498	tp
motifs.meme	17	WBGene00009274	1513	63.5401	fp
motifs.meme	17	WBGene00015963	4301	62.6549	fp
motifs.meme	17	WBGene00017826	406	62.6282	tp
motifs.meme	17	WBGene00018953	347	62.5871	tp
motifs.meme	17	WBGene00012540	2540	62.5742	fp
motifs.meme	17	WBGene00012719	1672	62.5711	fp
motifs.meme	17	WBGene00022153	599	62.5699	tp
motifs.meme	17	WBGene00014140	3544	62.553	fp
motifs.meme	17	WBGene00013210	1599	62.5402	fp
motifs.meme	17	WBGene00009881	194	62.5387	tp
motifs.meme	17	WBGene00015298	3523	62.5381	fp
motifs.meme	17	WBGene00020756	2007	62.5367	fp
motifs.meme	17	WBGene00010828	107	62.5364	tp
motifs.meme	17	WBGene00044533	3313	62.524	fp
motifs.meme	17	WBGene00020012	2772	62.5225	fp
motifs.meme	17	WBGene00015157	1655	62.5214	fp
motifs.meme	17	WBGene00018737	2551	62.5214	fp
motifs.meme	17	WBGene00018781	2064	62.5204	fp
motifs.meme	17	WBGene00017789	3113	62.5202	fp
motifs.meme	17	WBGene00018471	4284	62.5193	fp
motifs.meme	17	WBGene00219275	706	62.5087	tp
motifs.meme	17	WBGene00022171	2233	62.5064	fp
motifs.meme	17	WBGene00020806	2843	62.5061	fp
motifs.meme	17	WBGene00008651	4497	62.505	fp
motifs.meme	17	WBGene00016671	1903	62.505	fp
motifs.meme	17	WBGene00010043	4506	62.5045	fp
motifs.meme	17	WBGene00017724	1873	62.5036	fp
motifs.meme	17	WBGene00009330	1398	62.5021	fp
motifs.meme	17	WBGene00206474	4424	62.4938	fp
motifs.meme	17	WBGene00013577	1543	62.4896	fp
motifs.meme	17	WBGene00019228	3237	62.489	fp
motifs.meme	17	WBGene00013243	1718	62.4886	fp
motifs.meme	17	WBGene00010330	2479	62.4881	fp
motifs.meme	17	WBGene00016030	3566	62.4879	fp
motifs.meme	17	WBGene00011274	1748	62.4873	fp
motifs.meme	17	WBGene00020709	635	62.487	tp
motifs.meme	17	WBGene00009851	165	10.7016	tp
motifs.meme	17	WBGene00010248	4155	10.5381	fp
motifs.meme	17	WBGene00010837	3782	9.29602	fp
motifs.meme	17	WBGene00013406	379	8.47731	tp
motifs.meme	17	WBGene00016508	463	8.39709	tp
motifs.meme	17	WBGene00022114	2911	7.39459	fp
motifs.meme	17	WBGene00016393	294	7.25601	tp
motifs.meme	17	WBGene00016619	3136	6.31134	fp
motifs.meme	17	WBGene00012339	2558	6.30938	fp
motifs.meme	17	WBGene00008861	770	6.2541	fp
motifs.meme	17	WBGene00010319	2507	6.16388	fp
motifs.meme	17	WBGene00013373	368	5.37361	tp
motifs.meme	17	WBGene00018744	3185	5.2237	fp
motifs.meme	17	WBGene00007652	1324	5.20266	fp
motifs.meme	17	WBGene00020758	675	4.40832	tp
motifs.meme	17	WBGene00013789	1653	4.37236	fp
motifs.meme	17	WBGene00020766	3314	4.33448	fp
motifs.meme	17	WBGene00012037	1573	4.29839	fp
motifs.meme	17	WBGene00021057	2059	4.22416	fp
motifs.meme	17	WBGene00015702	1838	4.18725	fp
motifs.meme	17	WBGene00022667	1774	4.18633	fp
motifs.meme	17	WBGene00017159	1887	4.16864	fp
motifs.meme	17	WBGene00044233	4272	4.15922	fp
motifs.meme	17	WBGene00011107	2487	4.14364	fp
motifs.meme	17	WBGene00012241	436	3.39423	tp
motifs.meme	17	WBGene00012942	2593	3.30222	fp
motifs.meme	17	WBGene00007487	1263	3.29362	fp
motifs.meme	17	WBGene00018742	2667	3.22457	fp
motifs.meme	17	WBGene00016805	3177	3.22418	fp
motifs.meme	17	WBGene00013965	2640	3.21225	fp
motifs.meme	17	WBGene00006472	18	3.21167	tp
motifs.meme	17	WBGene00021366	2207	3.1633	fp
motifs.meme	17	WBGene00010922	1401	3.16222	fp
motifs.meme	17	WBGene00013604	1542	3.16081	fp
motifs.meme	17	WBGene00011224	1457	3.15895	fp
motifs.meme	17	WBGene00018743	413	3.14658	tp
motifs.meme	17	WBGene00013593	280	3.14356	tp
motifs.meme	17	WBGene00016235	495	3.14197	tp
motifs.meme	17	WBGene00014020	1656	3.14163	fp
motifs.meme	17	WBGene00012465	1642	3.13973	fp
motifs.meme	17	WBGene00022130	3640	3.12282	fp
motifs.meme	17	WBGene00013202	1610	3.11407	fp
motifs.meme	17	WBGene00007226	1279	3.11178	fp
motifs.meme	17	WBGene00011906	3463	3.09258	fp
motifs.meme	17	WBGene00008559	2416	3.08755	fp
motifs.meme	17	WBGene00010948	2999	3.08571	fp
motifs.meme	17	WBGene00007934	66	3.08203	tp
motifs.meme	17	WBGene00017243	2681	3.08062	fp
motifs.meme	17	WBGene00019691	3569	3.064	fp
motifs.meme	17	WBGene00008807	771	3.05848	fp
motifs.meme	17	WBGene00015408	3202	3.04536	fp
motifs.meme	17	WBGene00013561	381	3.04489	tp
motifs.meme	17	WBGene00009442	4144	3.04479	fp
motifs.meme	17	WBGene00016700	2671	3.04243	fp
motifs.meme	17	WBGene00021249	4706	3.01277	fp
motifs.meme	17	WBGene00007797	1310	2.3155	fp
motifs.meme	17	WBGene00008742	3379	2.31234	fp
motifs.meme	17	WBGene00021539	684	2.28964	tp
motifs.meme	17	WBGene00010579	197	2.26578	tp
motifs.meme	17	WBGene00009120	1405	2.26063	fp
motifs.meme	17	WBGene00007935	2365	2.24797	fp
motifs.meme	17	WBGene00015427	4663	2.24367	fp
motifs.meme	17	WBGene00015163	3536	2.24211	fp
motifs.meme	17	WBGene00020581	2770	2.23094	fp
motifs.meme	17	WBGene00013075	1552	2.22569	fp
motifs.meme	17	WBGene00022792	548	2.22547	tp
motifs.meme	17	WBGene00008763	2376	2.22393	fp
motifs.meme	17	WBGene00016109	4329	2.22216	fp
motifs.meme	17	WBGene00010830	2530	2.21653	fp
motifs.meme	17	WBGene00020205	2281	2.21297	fp
motifs.meme	17	WBGene00011949	3054	2.21055	fp
motifs.meme	17	WBGene00018899	2574	2.20034	fp
motifs.meme	17	WBGene00016273	2606	2.1961	fp
motifs.meme	17	WBGene00012442	4567	2.19411	fp
motifs.meme	17	WBGene00010810	1413	2.19372	fp
motifs.meme	17	WBGene00007949	2941	2.19195	fp
motifs.meme	17	WBGene00010682	4230	2.19007	fp
motifs.meme	17	WBGene00000529	725	2.18233	fp
motifs.meme	17	WBGene00015811	405	2.17976	tp
motifs.meme	17	WBGene00017916	449	2.17938	tp
motifs.meme	17	WBGene00013757	3915	2.17624	fp
motifs.meme	17	WBGene00017979	3634	2.1693	fp
motifs.meme	17	WBGene00018602	3655	2.16924	fp
motifs.meme	17	WBGene00022075	680	2.16744	tp
motifs.meme	17	WBGene00017414	3854	2.16529	fp
motifs.meme	17	WBGene00235102	712	2.1632	tp
motifs.meme	17	WBGene00016105	1125	2.16208	fp
motifs.meme	17	WBGene00017084	515	2.16031	tp
motifs.meme	17	WBGene00018257	3141	2.15816	fp
motifs.meme	17	WBGene00018965	3568	2.15591	fp
motifs.meme	17	WBGene00021024	634	2.15143	tp
motifs.meme	17	WBGene00020526	4755	2.14947	fp
motifs.meme	17	WBGene00007625	2895	2.14818	fp
motifs.meme	17	WBGene00012283	4560	2.14742	fp
motifs.meme	17	WBGene00019899	873	2.14602	fp
motifs.meme	17	WBGene00008266	1369	2.14562	fp
motifs.meme	17	WBGene00013037	844	2.14546	fp
motifs.meme	17	WBGene00019399	551	2.14508	tp
motifs.meme	17	WBGene00011436	2497	2.14464	fp
motifs.meme	17	WBGene00009978	1491	2.14455	fp
motifs.meme	17	WBGene00010726	161	2.14452	tp
motifs.meme	17	WBGene00007545	1291	2.14427	fp
motifs.meme	17	WBGene00022836	664	2.14389	tp
motifs.meme	17	WBGene00044452	1015	2.14327	fp
motifs.meme	17	WBGene00012978	326	2.14314	tp
motifs.meme	17	WBGene00011254	3788	2.13549	fp
motifs.meme	17	WBGene00020601	563	2.13077	tp
motifs.meme	17	WBGene00017306	3156	2.1297	fp
motifs.meme	17	WBGene00008455	81	2.12916	tp
motifs.meme	17	WBGene00008768	102	2.12801	tp
motifs.meme	17	WBGene00021027	4268	2.12783	fp
motifs.meme	17	WBGene00021559	650	2.1278	tp
motifs.meme	17	WBGene00022360	2088	2.1277	fp
motifs.meme	17	WBGene00021294	600	2.12347	tp
motifs.meme	17	WBGene00007266	3348	2.1189	fp
motifs.meme	17	WBGene00010053	1498	2.11626	fp
motifs.meme	17	WBGene00020957	688	2.11559	tp
motifs.meme	17	WBGene00014000	1545	2.115	fp
motifs.meme	17	WBGene00017372	2178	2.11485	fp
motifs.meme	17	WBGene00020664	4688	2.11462	fp
motifs.meme	17	WBGene00020702	2815	2.1145	fp
motifs.meme	17	WBGene00009625	3006	2.11341	fp
motifs.meme	17	WBGene00012998	1588	2.11334	fp
motifs.meme	17	WBGene00013379	410	2.11331	tp
motifs.meme	17	WBGene00016496	412	2.11321	tp
motifs.meme	17	WBGene00008859	88	2.11291	tp
motifs.meme	17	WBGene00011427	2431	2.11163	fp
motifs.meme	17	WBGene00015073	1674	2.11131	fp
motifs.meme	17	WBGene00021093	2213	2.11125	fp
motifs.meme	17	WBGene00021155	602	2.11112	tp
#
motifs.meme	18	WBGene00010847	1496	7310.99	fp
motifs.meme	18	WBGene00009054	4156	7310.94	fp
motifs.meme	18	WBGene00015976	2042	7310.93	fp
motifs.meme	18	WBGene00010075	231	7310.91	tp
motifs.meme	18	WBGene00011319	128	7310.88	tp
motifs.meme	18	WBGene00009556	1436	7310.87	fp
motifs.meme	18	WBGene00021750	2131	7310.87	fp
motifs.meme	18	WBGene00008363	41	7310.87	tp
motifs.meme	18	WBGene00044690	1875	7310.87	fp
motifs.meme	18	WBGene00019264	1772	7310.87	fp
motifs.meme	18	WBGene00021202	2183	7310.87	fp
motifs.meme	18	WBGene00013143	1589	7310.87	fp
motifs.meme	18	WBGene00010141	160	7310.87	tp
motifs.meme	18	WBGene00022192	593	7310.87	tp
motifs.meme	18	WBGene00007089	6	7310.87	tp
motifs.meme	18	WBGene00018517	2601	238.989	fp
motifs.meme	18	WBGene00020563	4378	238.929	fp
motifs.meme	18	WBGene00019898	696	238.879	tp
motifs.meme	18	WBGene00018975	2242	238.878	fp
motifs.meme	18	WBGene00021295	2035	238.869	fp
motifs.meme	18	WBGene00015043	1120	238.868	fp
motifs.meme	18	WBGene00020311	2136	235.363	fp
motifs.meme	18	WBGene00011040	1462	116.852	fp
